Date,Hour,sellPriceIndex
2012-03-28,7,937.000
2012-03-28,8,956.000
2012-03-28,9,974.000
2012-03-28,10,983.000
2012-03-28,11,982.000
2012-03-28,12,974.000
2012-03-28,13,975.000
2012-03-28,14,967.000
2012-03-28,15,969.000
2012-03-28,16,966.000
2012-03-28,17,942.000
2012-03-28,18,959.000
2012-03-28,19,953.000
2012-03-28,20,947.000
2012-03-28,21,948.000
2012-03-28,22,899.000
2012-03-28,23,805.000
2012-03-29,0,700.000
2012-03-29,1,657.000
2012-03-29,2,634.000
2012-03-29,3,622.000
2012-03-29,4,698.000
2012-03-29,5,750.000
2012-03-29,6,878.000
2012-03-29,7,979.000
2012-03-29,8,997.000
2012-03-29,9,1013.000
2012-03-29,10,1018.000
2012-03-29,11,1025.000
2012-03-29,12,1009.000
2012-03-29,13,1010.000
2012-03-29,14,1005.000
2012-03-29,15,1005.000
2012-03-29,16,1003.000
2012-03-29,17,993.000
2012-03-29,18,999.000
2012-03-29,19,992.000
2012-03-29,20,981.000
2012-03-29,21,969.000
2012-03-29,22,893.000
2012-03-29,23,808.000
2012-03-30,0,731.000
2012-03-30,1,666.000
2012-03-30,2,638.000
2012-03-30,3,627.000
2012-03-30,4,715.000
2012-03-30,5,721.000
2012-03-30,6,869.000
2012-03-30,7,954.000
2012-03-30,8,992.000
2012-03-30,9,1011.000
2012-03-30,10,1016.000
2012-03-30,11,1016.000
2012-03-30,12,1004.000
2012-03-30,13,1003.000
2012-03-30,14,997.000
2012-03-30,15,997.000
2012-03-30,16,996.000
2012-03-30,17,980.000
2012-03-30,18,1003.000
2012-03-30,19,997.000
2012-03-30,20,988.000
2012-03-30,21,994.000
2012-03-30,22,901.000
2012-03-30,23,841.000
2012-03-31,0,836.000
2012-03-31,1,804.000
2012-03-31,2,727.000
2012-03-31,3,726.000
2012-03-31,4,731.000
2012-03-31,5,737.000
2012-03-31,6,782.000
2012-03-31,7,875.000
2012-03-31,8,946.000
2012-03-31,9,977.000
2012-03-31,10,965.000
2012-03-31,11,960.000
2012-03-31,12,954.000
2012-03-31,13,949.000
2012-03-31,14,944.000
2012-03-31,15,945.000
2012-03-31,16,950.000
2012-03-31,17,957.000
2012-03-31,18,966.000
2012-03-31,19,964.000
2012-03-31,20,955.000
2012-03-31,21,935.000
2012-03-31,22,909.000
2012-03-31,23,832.000
2012-04-01,0,777.000
2012-04-01,1,667.000
2012-04-01,2,681.000
2012-04-01,3,676.000
2012-04-01,4,627.000
2012-04-01,5,463.000
2012-04-01,6,707.000
2012-04-01,7,711.000
2012-04-01,8,868.000
2012-04-01,9,900.000
2012-04-01,10,895.000
2012-04-01,11,896.000
2012-04-01,12,896.000
2012-04-01,13,889.000
2012-04-01,14,889.000
2012-04-01,15,890.000
2012-04-01,16,896.000
2012-04-01,17,933.000
2012-04-01,18,964.000
2012-04-01,19,915.000
2012-04-01,20,915.000
2012-04-01,21,896.000
2012-04-01,22,881.000
2012-04-01,23,865.000
2012-04-02,0,817.000
2012-04-02,1,726.000
2012-04-02,2,678.000
2012-04-02,3,691.000
2012-04-02,4,726.000
2012-04-02,5,724.000
2012-04-02,6,828.000
2012-04-02,7,980.000
2012-04-02,8,998.000
2012-04-02,9,1008.000
2012-04-02,10,1010.000
2012-04-02,11,1018.000
2012-04-02,12,1011.000
2012-04-02,13,1006.000
2012-04-02,14,1002.000
2012-04-02,15,998.000
2012-04-02,16,1000.000
2012-04-02,17,1003.000
2012-04-02,18,1003.000
2012-04-02,19,997.000
2012-04-02,20,981.000
2012-04-02,21,986.000
2012-04-02,22,914.000
2012-04-02,23,850.000
2012-04-03,0,732.000
2012-04-03,1,673.000
2012-04-03,2,650.000
2012-04-03,3,689.000
2012-04-03,4,708.000
2012-04-03,5,832.000
2012-04-03,6,887.000
2012-04-03,7,997.000
2012-04-03,8,993.000
2012-04-03,9,1009.000
2012-04-03,10,1005.000
2012-04-03,11,1010.000
2012-04-03,12,1003.000
2012-04-03,13,1004.000
2012-04-03,14,998.000
2012-04-03,15,989.000
2012-04-03,16,994.000
2012-04-03,17,1026.000
2012-04-03,18,1024.000
2012-04-03,19,981.000
2012-04-03,20,979.000
2012-04-03,21,979.000
2012-04-03,22,925.000
2012-04-03,23,859.000
2012-04-04,0,799.000
2012-04-04,1,698.000
2012-04-04,2,682.000
2012-04-04,3,687.000
2012-04-04,4,728.000
2012-04-04,5,818.000
2012-04-04,6,842.000
2012-04-04,7,907.000
2012-04-04,8,939.000
2012-04-04,9,955.000
2012-04-04,10,957.000
2012-04-04,11,966.000
2012-04-04,12,958.000
2012-04-04,13,961.000
2012-04-04,14,953.000
2012-04-04,15,950.000
2012-04-04,16,950.000
2012-04-04,17,946.000
2012-04-04,18,938.000
2012-04-04,19,937.000
2012-04-04,20,946.000
2012-04-04,21,958.000
2012-04-04,22,920.000
2012-04-04,23,837.000
2012-04-05,0,777.000
2012-04-05,1,673.000
2012-04-05,2,674.000
2012-04-05,3,681.000
2012-04-05,4,714.000
2012-04-05,5,799.000
2012-04-05,6,842.000
2012-04-05,7,908.000
2012-04-05,8,948.000
2012-04-05,9,963.000
2012-04-05,10,965.000
2012-04-05,11,960.000
2012-04-05,12,956.000
2012-04-05,13,960.000
2012-04-05,14,956.000
2012-04-05,15,953.000
2012-04-05,16,956.000
2012-04-05,17,953.000
2012-04-05,18,946.000
2012-04-05,19,947.000
2012-04-05,20,946.000
2012-04-05,21,958.000
2012-04-05,22,914.000
2012-04-05,23,819.000
2012-04-06,0,788.000
2012-04-06,1,682.000
2012-04-06,2,661.000
2012-04-06,3,673.000
2012-04-06,4,713.000
2012-04-06,5,785.000
2012-04-06,6,851.000
2012-04-06,7,958.000
2012-04-06,8,974.000
2012-04-06,9,1000.000
2012-04-06,10,996.000
2012-04-06,11,1005.000
2012-04-06,12,991.000
2012-04-06,13,991.000
2012-04-06,14,983.000
2012-04-06,15,972.000
2012-04-06,16,962.000
2012-04-06,17,960.000
2012-04-06,18,965.000
2012-04-06,19,958.000
2012-04-06,20,966.000
2012-04-06,21,978.000
2012-04-06,22,927.000
2012-04-06,23,846.000
2012-04-07,0,796.000
2012-04-07,1,756.000
2012-04-07,2,744.000
2012-04-07,3,742.000
2012-04-07,4,760.000
2012-04-07,5,797.000
2012-04-07,6,790.000
2012-04-07,7,867.000
2012-04-07,8,889.000
2012-04-07,9,948.000
2012-04-07,10,946.000
2012-04-07,11,944.000
2012-04-07,12,940.000
2012-04-07,13,936.000
2012-04-07,14,931.000
2012-04-07,15,925.000
2012-04-07,16,924.000
2012-04-07,17,935.000
2012-04-07,18,910.000
2012-04-07,19,933.000
2012-04-07,20,930.000
2012-04-07,21,944.000
2012-04-07,22,910.000
2012-04-07,23,846.000
2012-04-08,0,731.000
2012-04-08,1,667.000
2012-04-08,2,664.000
2012-04-08,3,654.000
2012-04-08,4,655.000
2012-04-08,5,716.000
2012-04-08,6,739.000
2012-04-08,7,742.000
2012-04-08,8,802.000
2012-04-08,9,834.000
2012-04-08,10,856.000
2012-04-08,11,856.000
2012-04-08,12,854.000
2012-04-08,13,845.000
2012-04-08,14,819.000
2012-04-08,15,821.000
2012-04-08,16,831.000
2012-04-08,17,852.000
2012-04-08,18,863.000
2012-04-08,19,873.000
2012-04-08,20,898.000
2012-04-08,21,901.000
2012-04-08,22,896.000
2012-04-08,23,792.000
2012-04-09,0,732.000
2012-04-09,1,671.000
2012-04-09,2,666.000
2012-04-09,3,677.000
2012-04-09,4,716.000
2012-04-09,5,789.000
2012-04-09,6,830.000
2012-04-09,7,934.000
2012-04-09,8,1031.000
2012-04-09,9,1101.000
2012-04-09,10,1106.000
2012-04-09,11,1105.000
2012-04-09,12,1074.000
2012-04-09,13,1095.000
2012-04-09,14,1091.000
2012-04-09,15,1083.000
2012-04-09,16,1057.000
2012-04-09,17,1019.000
2012-04-09,18,1015.000
2012-04-09,19,1027.000
2012-04-09,20,1074.000
2012-04-09,21,1082.000
2012-04-09,22,942.000
2012-04-09,23,865.000
2012-04-10,0,729.000
2012-04-10,1,667.000
2012-04-10,2,636.000
2012-04-10,3,633.000
2012-04-10,4,683.000
2012-04-10,5,773.000
2012-04-10,6,800.000
2012-04-10,7,874.000
2012-04-10,8,951.000
2012-04-10,9,1064.000
2012-04-10,10,1094.000
2012-04-10,11,1093.000
2012-04-10,12,1049.000
2012-04-10,13,1055.000
2012-04-10,14,1052.000
2012-04-10,15,1001.000
2012-04-10,16,964.000
2012-04-10,17,953.000
2012-04-10,18,950.000
2012-04-10,19,939.000
2012-04-10,20,1064.000
2012-04-10,21,1078.000
2012-04-10,22,926.000
2012-04-10,23,840.000
2012-04-11,0,785.000
2012-04-11,1,755.000
2012-04-11,2,693.000
2012-04-11,3,679.000
2012-04-11,4,689.000
2012-04-11,5,745.000
2012-04-11,6,801.000
2012-04-11,7,882.000
2012-04-11,8,961.000
2012-04-11,9,1015.000
2012-04-11,10,1027.000
2012-04-11,11,1025.000
2012-04-11,12,1015.000
2012-04-11,13,1032.000
2012-04-11,14,1025.000
2012-04-11,15,998.000
2012-04-11,16,991.000
2012-04-11,17,977.000
2012-04-11,18,959.000
2012-04-11,19,985.000
2012-04-11,20,983.000
2012-04-11,21,1645.000
2012-04-11,22,955.000
2012-04-11,23,884.000
2012-04-12,0,753.000
2012-04-12,1,717.000
2012-04-12,2,663.000
2012-04-12,3,668.000
2012-04-12,4,692.000
2012-04-12,5,729.000
2012-04-12,6,785.000
2012-04-12,7,869.000
2012-04-12,8,960.000
2012-04-12,9,1052.000
2012-04-12,10,1058.000
2012-04-12,11,1056.000
2012-04-12,12,1047.000
2012-04-12,13,1051.000
2012-04-12,14,1046.000
2012-04-12,15,1032.000
2012-04-12,16,1018.000
2012-04-12,17,995.000
2012-04-12,18,980.000
2012-04-12,19,980.000
2012-04-12,20,1033.000
2012-04-12,21,1033.000
2012-04-12,22,908.000
2012-04-12,23,842.000
2012-04-13,0,868.000
2012-04-13,1,802.000
2012-04-13,2,754.000
2012-04-13,3,742.000
2012-04-13,4,722.000
2012-04-13,5,820.000
2012-04-13,6,842.000
2012-04-13,7,953.000
2012-04-13,8,999.000
2012-04-13,9,1030.000
2012-04-13,10,1033.000
2012-04-13,11,1022.000
2012-04-13,12,1019.000
2012-04-13,13,1021.000
2012-04-13,14,1015.000
2012-04-13,15,1008.000
2012-04-13,16,1000.000
2012-04-13,17,995.000
2012-04-13,18,1007.000
2012-04-13,19,1015.000
2012-04-13,20,1011.000
2012-04-13,21,1018.000
2012-04-13,22,956.000
2012-04-13,23,915.000
2012-04-14,0,839.000
2012-04-14,1,807.000
2012-04-14,2,793.000
2012-04-14,3,798.000
2012-04-14,4,796.000
2012-04-14,5,816.000
2012-04-14,6,820.000
2012-04-14,7,868.000
2012-04-14,8,944.000
2012-04-14,9,988.000
2012-04-14,10,996.000
2012-04-14,11,996.000
2012-04-14,12,992.000
2012-04-14,13,987.000
2012-04-14,14,988.000
2012-04-14,15,987.000
2012-04-14,16,976.000
2012-04-14,17,985.000
2012-04-14,18,985.000
2012-04-14,19,996.000
2012-04-14,20,989.000
2012-04-14,21,972.000
2012-04-14,22,952.000
2012-04-14,23,909.000
2012-04-15,0,825.000
2012-04-15,1,772.000
2012-04-15,2,711.000
2012-04-15,3,666.000
2012-04-15,4,729.000
2012-04-15,5,747.000
2012-04-15,6,729.000
2012-04-15,7,751.000
2012-04-15,8,818.000
2012-04-15,9,863.000
2012-04-15,10,880.000
2012-04-15,11,882.000
2012-04-15,12,878.000
2012-04-15,13,872.000
2012-04-15,14,867.000
2012-04-15,15,872.000
2012-04-15,16,861.000
2012-04-15,17,872.000
2012-04-15,18,876.000
2012-04-15,19,895.000
2012-04-15,20,901.000
2012-04-15,21,906.000
2012-04-15,22,883.000
2012-04-15,23,858.000
2012-04-16,0,737.000
2012-04-16,1,651.000
2012-04-16,2,629.000
2012-04-16,3,619.000
2012-04-16,4,638.000
2012-04-16,5,748.000
2012-04-16,6,786.000
2012-04-16,7,859.000
2012-04-16,8,964.000
2012-04-16,9,1011.000
2012-04-16,10,1026.000
2012-04-16,11,1032.000
2012-04-16,12,1019.000
2012-04-16,13,1022.000
2012-04-16,14,1016.000
2012-04-16,15,1010.000
2012-04-16,16,984.000
2012-04-16,17,974.000
2012-04-16,18,962.000
2012-04-16,19,929.000
2012-04-16,20,957.000
2012-04-16,21,982.000
2012-04-16,22,870.000
2012-04-16,23,773.000
2012-04-17,0,708.000
2012-04-17,1,650.000
2012-04-17,2,612.000
2012-04-17,3,614.000
2012-04-17,4,627.000
2012-04-17,5,700.000
2012-04-17,6,748.000
2012-04-17,7,835.000
2012-04-17,8,921.000
2012-04-17,9,944.000
2012-04-17,10,947.000
2012-04-17,11,954.000
2012-04-17,12,941.000
2012-04-17,13,941.000
2012-04-17,14,936.000
2012-04-17,15,930.000
2012-04-17,16,921.000
2012-04-17,17,910.000
2012-04-17,18,899.000
2012-04-17,19,886.000
2012-04-17,20,901.000
2012-04-17,21,936.000
2012-04-17,22,860.000
2012-04-17,23,764.000
2012-04-18,0,677.000
2012-04-18,1,610.000
2012-04-18,2,604.000
2012-04-18,3,609.000
2012-04-18,4,628.000
2012-04-18,5,741.000
2012-04-18,6,764.000
2012-04-18,7,874.000
2012-04-18,8,971.000
2012-04-18,9,997.000
2012-04-18,10,1005.000
2012-04-18,11,1010.000
2012-04-18,12,993.000
2012-04-18,13,992.000
2012-04-18,14,985.000
2012-04-18,15,980.000
2012-04-18,16,975.000
2012-04-18,17,975.000
2012-04-18,18,920.000
2012-04-18,19,901.000
2012-04-18,20,929.000
2012-04-18,21,948.000
2012-04-18,22,912.000
2012-04-18,23,805.000
2012-04-19,0,685.000
2012-04-19,1,601.000
2012-04-19,2,594.000
2012-04-19,3,588.000
2012-04-19,4,617.000
2012-04-19,5,693.000
2012-04-19,6,709.000
2012-04-19,7,872.000
2012-04-19,8,958.000
2012-04-19,9,981.000
2012-04-19,10,986.000
2012-04-19,11,995.000
2012-04-19,12,986.000
2012-04-19,13,984.000
2012-04-19,14,976.000
2012-04-19,15,965.000
2012-04-19,16,963.000
2012-04-19,17,968.000
2012-04-19,18,946.000
2012-04-19,19,945.000
2012-04-19,20,957.000
2012-04-19,21,966.000
2012-04-19,22,930.000
2012-04-19,23,821.000
2012-04-20,0,666.000
2012-04-20,1,598.000
2012-04-20,2,572.000
2012-04-20,3,238.000
2012-04-20,4,252.000
2012-04-20,5,267.000
2012-04-20,6,711.000
2012-04-20,7,878.000
2012-04-20,8,951.000
2012-04-20,9,984.000
2012-04-20,10,985.000
2012-04-20,11,992.000
2012-04-20,12,973.000
2012-04-20,13,975.000
2012-04-20,14,965.000
2012-04-20,15,962.000
2012-04-20,16,955.000
2012-04-20,17,961.000
2012-04-20,18,944.000
2012-04-20,19,937.000
2012-04-20,20,938.000
2012-04-20,21,956.000
2012-04-20,22,926.000
2012-04-20,23,813.000
2012-04-21,0,799.000
2012-04-21,1,778.000
2012-04-21,2,679.000
2012-04-21,3,640.000
2012-04-21,4,634.000
2012-04-21,5,705.000
2012-04-21,6,761.000
2012-04-21,7,852.000
2012-04-21,8,925.000
2012-04-21,9,970.000
2012-04-21,10,979.000
2012-04-21,11,973.000
2012-04-21,12,963.000
2012-04-21,13,958.000
2012-04-21,14,942.000
2012-04-21,15,939.000
2012-04-21,16,939.000
2012-04-21,17,956.000
2012-04-21,18,946.000
2012-04-21,19,960.000
2012-04-21,20,965.000
2012-04-21,21,950.000
2012-04-21,22,935.000
2012-04-21,23,876.000
2012-04-22,0,786.000
2012-04-22,1,647.000
2012-04-22,2,639.000
2012-04-22,3,612.000
2012-04-22,4,611.000
2012-04-22,5,620.000
2012-04-22,6,612.000
2012-04-22,7,616.000
2012-04-22,8,764.000
2012-04-22,9,821.000
2012-04-22,10,824.000
2012-04-22,11,822.000
2012-04-22,12,819.000
2012-04-22,13,814.000
2012-04-22,14,810.000
2012-04-22,15,812.000
2012-04-22,16,817.000
2012-04-22,17,827.000
2012-04-22,18,824.000
2012-04-22,19,828.000
2012-04-22,20,835.000
2012-04-22,21,829.000
2012-04-22,22,819.000
2012-04-22,23,793.000
2012-04-23,0,782.000
2012-04-23,1,667.000
2012-04-23,2,636.000
2012-04-23,3,617.000
2012-04-23,4,617.000
2012-04-23,5,681.000
2012-04-23,6,825.000
2012-04-23,7,931.000
2012-04-23,8,975.000
2012-04-23,9,998.000
2012-04-23,10,1005.000
2012-04-23,11,1047.000
2012-04-23,12,1011.000
2012-04-23,13,1001.000
2012-04-23,14,987.000
2012-04-23,15,981.000
2012-04-23,16,981.000
2012-04-23,17,985.000
2012-04-23,18,974.000
2012-04-23,19,968.000
2012-04-23,20,967.000
2012-04-23,21,971.000
2012-04-23,22,944.000
2012-04-23,23,858.000
2012-04-24,0,760.000
2012-04-24,1,685.000
2012-04-24,2,652.000
2012-04-24,3,641.000
2012-04-24,4,631.000
2012-04-24,5,725.000
2012-04-24,6,786.000
2012-04-24,7,883.000
2012-04-24,8,946.000
2012-04-24,9,980.000
2012-04-24,10,967.000
2012-04-24,11,988.000
2012-04-24,12,957.000
2012-04-24,13,950.000
2012-04-24,14,943.000
2012-04-24,15,939.000
2012-04-24,16,942.000
2012-04-24,17,937.000
2012-04-24,18,923.000
2012-04-24,19,927.000
2012-04-24,20,920.000
2012-04-24,21,939.000
2012-04-24,22,1026.000
2012-04-24,23,833.000
2012-04-25,0,710.000
2012-04-25,1,667.000
2012-04-25,2,623.000
2012-04-25,3,621.000
2012-04-25,4,627.000
2012-04-25,5,339.000
2012-04-25,6,685.000
2012-04-25,7,947.000
2012-04-25,8,1001.000
2012-04-25,9,1003.000
2012-04-25,10,1008.000
2012-04-25,11,1032.000
2012-04-25,12,1010.000
2012-04-25,13,1013.000
2012-04-25,14,1019.000
2012-04-25,15,996.000
2012-04-25,16,1000.000
2012-04-25,17,994.000
2012-04-25,18,995.000
2012-04-25,19,973.000
2012-04-25,20,971.000
2012-04-25,21,978.000
2012-04-25,22,925.000
2012-04-25,23,828.000
2012-04-26,0,601.000
2012-04-26,1,586.000
2012-04-26,2,573.000
2012-04-26,3,566.000
2012-04-26,4,588.000
2012-04-26,5,649.000
2012-04-26,6,693.000
2012-04-26,7,881.000
2012-04-26,8,964.000
2012-04-26,9,1014.000
2012-04-26,10,998.000
2012-04-26,11,1001.000
2012-04-26,12,965.000
2012-04-26,13,980.000
2012-04-26,14,979.000
2012-04-26,15,934.000
2012-04-26,16,921.000
2012-04-26,17,908.000
2012-04-26,18,901.000
2012-04-26,19,904.000
2012-04-26,20,888.000
2012-04-26,21,949.000
2012-04-26,22,825.000
2012-04-26,23,736.000
2012-04-27,0,641.000
2012-04-27,1,603.000
2012-04-27,2,572.000
2012-04-27,3,569.000
2012-04-27,4,585.000
2012-04-27,5,631.000
2012-04-27,6,708.000
2012-04-27,7,860.000
2012-04-27,8,995.000
2012-04-27,9,1058.000
2012-04-27,10,1072.000
2012-04-27,11,1095.000
2012-04-27,12,1054.000
2012-04-27,13,1062.000
2012-04-27,14,1055.000
2012-04-27,15,1038.000
2012-04-27,16,1042.000
2012-04-27,17,1026.000
2012-04-27,18,1006.000
2012-04-27,19,988.000
2012-04-27,20,980.000
2012-04-27,21,982.000
2012-04-27,22,901.000
2012-04-27,23,811.000
2012-04-28,0,683.000
2012-04-28,1,631.000
2012-04-28,2,562.000
2012-04-28,3,234.000
2012-04-28,4,567.000
2012-04-28,5,368.000
2012-04-28,6,688.000
2012-04-28,7,868.000
2012-04-28,8,969.000
2012-04-28,9,1022.000
2012-04-28,10,1013.000
2012-04-28,11,1090.000
2012-04-28,12,1037.000
2012-04-28,13,1036.000
2012-04-28,14,1031.000
2012-04-28,15,983.000
2012-04-28,16,965.000
2012-04-28,17,971.000
2012-04-28,18,976.000
2012-04-28,19,994.000
2012-04-28,20,997.000
2012-04-28,21,983.000
2012-04-28,22,913.000
2012-04-28,23,775.000
2012-04-29,0,792.000
2012-04-29,1,701.000
2012-04-29,2,621.000
2012-04-29,3,631.000
2012-04-29,4,615.000
2012-04-29,5,608.000
2012-04-29,6,705.000
2012-04-29,7,807.000
2012-04-29,8,864.000
2012-04-29,9,941.000
2012-04-29,10,950.000
2012-04-29,11,948.000
2012-04-29,12,938.000
2012-04-29,13,927.000
2012-04-29,14,925.000
2012-04-29,15,913.000
2012-04-29,16,917.000
2012-04-29,17,940.000
2012-04-29,18,950.000
2012-04-29,19,940.000
2012-04-29,20,974.000
2012-04-29,21,927.000
2012-04-29,22,884.000
2012-04-29,23,821.000
2012-04-30,0,771.000
2012-04-30,1,636.000
2012-04-30,2,606.000
2012-04-30,3,618.000
2012-04-30,4,615.000
2012-04-30,5,628.000
2012-04-30,6,716.000
2012-04-30,7,759.000
2012-04-30,8,835.000
2012-04-30,9,935.000
2012-04-30,10,950.000
2012-04-30,11,941.000
2012-04-30,12,941.000
2012-04-30,13,942.000
2012-04-30,14,939.000
2012-04-30,15,921.000
2012-04-30,16,921.000
2012-04-30,17,947.000
2012-04-30,18,953.000
2012-04-30,19,963.000
2012-04-30,20,999.000
2012-04-30,21,988.000
2012-04-30,22,937.000
2012-04-30,23,812.000
2012-05-01,0,774.000
2012-05-01,1,647.000
2012-05-01,2,621.000
2012-05-01,3,623.000
2012-05-01,4,619.000
2012-05-01,5,630.000
2012-05-01,6,708.000
2012-05-01,7,782.000
2012-05-01,8,844.000
2012-05-01,9,938.000
2012-05-01,10,972.000
2012-05-01,11,969.000
2012-05-01,12,954.000
2012-05-01,13,944.000
2012-05-01,14,953.000
2012-05-01,15,947.000
2012-05-01,16,947.000
2012-05-01,17,962.000
2012-05-01,18,988.000
2012-05-01,19,1009.000
2012-05-01,20,1015.000
2012-05-01,21,1026.000
2012-05-01,22,949.000
2012-05-01,23,870.000
2012-05-02,0,790.000
2012-05-02,1,711.000
2012-05-02,2,622.000
2012-05-02,3,603.000
2012-05-02,4,593.000
2012-05-02,5,659.000
2012-05-02,6,732.000
2012-05-02,7,904.000
2012-05-02,8,964.000
2012-05-02,9,980.000
2012-05-02,10,1015.000
2012-05-02,11,1013.000
2012-05-02,12,997.000
2012-05-02,13,1002.000
2012-05-02,14,977.000
2012-05-02,15,963.000
2012-05-02,16,927.000
2012-05-02,17,917.000
2012-05-02,18,903.000
2012-05-02,19,908.000
2012-05-02,20,923.000
2012-05-02,21,932.000
2012-05-02,22,868.000
2012-05-02,23,728.000
2012-05-03,0,617.000
2012-05-03,1,576.000
2012-05-03,2,557.000
2012-05-03,3,238.000
2012-05-03,4,248.000
2012-05-03,5,259.000
2012-05-03,6,721.000
2012-05-03,7,861.000
2012-05-03,8,951.000
2012-05-03,9,1037.000
2012-05-03,10,1064.000
2012-05-03,11,1123.000
2012-05-03,12,1091.000
2012-05-03,13,1108.000
2012-05-03,14,1081.000
2012-05-03,15,1023.000
2012-05-03,16,985.000
2012-05-03,17,984.000
2012-05-03,18,990.000
2012-05-03,19,984.000
2012-05-03,20,992.000
2012-05-03,21,995.000
2012-05-03,22,904.000
2012-05-03,23,793.000
2012-05-04,0,644.000
2012-05-04,1,602.000
2012-05-04,2,571.000
2012-05-04,3,360.000
2012-05-04,4,253.000
2012-05-04,5,600.000
2012-05-04,6,734.000
2012-05-04,7,892.000
2012-05-04,8,962.000
2012-05-04,9,1033.000
2012-05-04,10,1016.000
2012-05-04,11,1059.000
2012-05-04,12,1041.000
2012-05-04,13,1042.000
2012-05-04,14,1052.000
2012-05-04,15,1009.000
2012-05-04,16,980.000
2012-05-04,17,985.000
2012-05-04,18,986.000
2012-05-04,19,980.000
2012-05-04,20,985.000
2012-05-04,21,992.000
2012-05-04,22,930.000
2012-05-04,23,802.000
2012-05-05,0,655.000
2012-05-05,1,639.000
2012-05-05,2,624.000
2012-05-05,3,608.000
2012-05-05,4,609.000
2012-05-05,5,671.000
2012-05-05,6,772.000
2012-05-05,7,934.000
2012-05-05,8,1007.000
2012-05-05,9,1089.000
2012-05-05,10,1102.000
2012-05-05,11,1121.000
2012-05-05,12,1095.000
2012-05-05,13,1122.000
2012-05-05,14,1130.000
2012-05-05,15,1118.000
2012-05-05,16,1084.000
2012-05-05,17,1070.000
2012-05-05,18,1059.000
2012-05-05,19,1038.000
2012-05-05,20,1098.000
2012-05-05,21,1131.000
2012-05-05,22,1004.000
2012-05-05,23,879.000
2012-05-06,0,798.000
2012-05-06,1,711.000
2012-05-06,2,715.000
2012-05-06,3,691.000
2012-05-06,4,690.000
2012-05-06,5,731.000
2012-05-06,6,780.000
2012-05-06,7,812.000
2012-05-06,8,906.000
2012-05-06,9,1010.000
2012-05-06,10,1042.000
2012-05-06,11,1056.000
2012-05-06,12,1046.000
2012-05-06,13,1042.000
2012-05-06,14,1036.000
2012-05-06,15,1025.000
2012-05-06,16,1028.000
2012-05-06,17,1039.000
2012-05-06,18,1041.000
2012-05-06,19,1022.000
2012-05-06,20,1043.000
2012-05-06,21,1084.000
2012-05-06,22,959.000
2012-05-06,23,898.000
2012-05-07,0,836.000
2012-05-07,1,684.000
2012-05-07,2,672.000
2012-05-07,3,671.000
2012-05-07,4,679.000
2012-05-07,5,698.000
2012-05-07,6,740.000
2012-05-07,7,841.000
2012-05-07,8,920.000
2012-05-07,9,1001.000
2012-05-07,10,1017.000
2012-05-07,11,1022.000
2012-05-07,12,1008.000
2012-05-07,13,1001.000
2012-05-07,14,983.000
2012-05-07,15,980.000
2012-05-07,16,980.000
2012-05-07,17,1016.000
2012-05-07,18,1035.000
2012-05-07,19,1025.000
2012-05-07,20,1047.000
2012-05-07,21,1114.000
2012-05-07,22,1011.000
2012-05-07,23,910.000
2012-05-08,0,830.000
2012-05-08,1,692.000
2012-05-08,2,688.000
2012-05-08,3,676.000
2012-05-08,4,676.000
2012-05-08,5,690.000
2012-05-08,6,765.000
2012-05-08,7,854.000
2012-05-08,8,943.000
2012-05-08,9,1013.000
2012-05-08,10,1009.000
2012-05-08,11,1036.000
2012-05-08,12,1025.000
2012-05-08,13,1014.000
2012-05-08,14,1012.000
2012-05-08,15,1009.000
2012-05-08,16,1011.000
2012-05-08,17,1023.000
2012-05-08,18,1040.000
2012-05-08,19,1063.000
2012-05-08,20,1094.000
2012-05-08,21,1111.000
2012-05-08,22,1013.000
2012-05-08,23,914.000
2012-05-09,0,789.000
2012-05-09,1,719.000
2012-05-09,2,726.000
2012-05-09,3,726.000
2012-05-09,4,713.000
2012-05-09,5,687.000
2012-05-09,6,727.000
2012-05-09,7,771.000
2012-05-09,8,867.000
2012-05-09,9,962.000
2012-05-09,10,997.000
2012-05-09,11,999.000
2012-05-09,12,988.000
2012-05-09,13,975.000
2012-05-09,14,959.000
2012-05-09,15,967.000
2012-05-09,16,973.000
2012-05-09,17,994.000
2012-05-09,18,1007.000
2012-05-09,19,987.000
2012-05-09,20,1025.000
2012-05-09,21,1033.000
2012-05-09,22,968.000
2012-05-09,23,900.000
2012-05-10,0,780.000
2012-05-10,1,755.000
2012-05-10,2,730.000
2012-05-10,3,667.000
2012-05-10,4,672.000
2012-05-10,5,767.000
2012-05-10,6,671.000
2012-05-10,7,907.000
2012-05-10,8,994.000
2012-05-10,9,1023.000
2012-05-10,10,1031.000
2012-05-10,11,1049.000
2012-05-10,12,1033.000
2012-05-10,13,1048.000
2012-05-10,14,1054.000
2012-05-10,15,1021.000
2012-05-10,16,998.000
2012-05-10,17,975.000
2012-05-10,18,965.000
2012-05-10,19,974.000
2012-05-10,20,988.000
2012-05-10,21,970.000
2012-05-10,22,934.000
2012-05-10,23,815.000
2012-05-11,0,634.000
2012-05-11,1,610.000
2012-05-11,2,594.000
2012-05-11,3,568.000
2012-05-11,4,572.000
2012-05-11,5,663.000
2012-05-11,6,714.000
2012-05-11,7,876.000
2012-05-11,8,998.000
2012-05-11,9,1021.000
