Date,Hour,sellFullPlannedVolume
2012-06-30,9,76331.305
2012-06-30,10,77778.859
2012-06-30,11,77772.242
2012-06-30,12,77805.164
2012-06-30,13,77650.555
2012-06-30,14,77359.688
2012-06-30,15,76672.969
2012-06-30,16,76266.852
2012-06-30,17,76169.586
2012-06-30,18,75881.266
2012-06-30,19,75645.258
2012-06-30,20,75552.258
2012-06-30,21,75880.891
2012-06-30,22,75756.055
2012-06-30,23,72524.547
2012-07-01,0,69112.711
2012-07-01,1,67098.906
2012-07-01,2,65481.602
2012-07-01,3,64668.297
2012-07-01,4,64201.949
2012-07-01,5,64805.660
2012-07-01,6,66254.453
2012-07-01,7,67351.938
2012-07-01,8,70258.984
2012-07-01,9,73005.492
2012-07-01,10,74782.070
2012-07-01,11,75246.289
2012-07-01,12,75281.617
2012-07-01,13,75462.336
2012-07-01,14,75342.812
2012-07-01,15,75074.883
2012-07-01,16,74832.797
2012-07-01,17,74873.023
2012-07-01,18,74923.758
2012-07-01,19,74934.398
2012-07-01,20,75069.898
2012-07-01,21,75290.828
2012-07-01,22,74918.930
2012-07-01,23,71726.086
2012-07-02,0,68965.750
2012-07-02,1,67195.820
2012-07-02,2,65949.672
2012-07-02,3,65623.141
2012-07-02,4,65861.500
2012-07-02,5,67861.586
2012-07-02,6,71534.891
2012-07-02,7,75419.977
2012-07-02,8,79970.945
2012-07-02,9,82886.031
2012-07-02,10,83929.977
2012-07-02,11,83692.898
2012-07-02,12,83181.461
2012-07-02,13,83650.602
2012-07-02,14,83430.117
2012-07-02,15,82576.781
2012-07-02,16,81650.453
2012-07-02,17,80740.867
2012-07-02,18,80035.633
2012-07-02,19,79302.438
2012-07-02,20,78780.352
2012-07-02,21,78406.398
2012-07-02,22,77365.172
2012-07-02,23,73374.336
2012-07-03,0,69328.945
2012-07-03,1,67519.383
2012-07-03,2,66187.086
2012-07-03,3,65831.453
2012-07-03,4,65882.320
2012-07-03,5,68031.922
2012-07-03,6,71767.586
2012-07-03,7,75325.188
2012-07-03,8,79619.227
2012-07-03,9,82340.172
2012-07-03,10,83349.328
2012-07-03,11,83008.367
2012-07-03,12,82617.914
2012-07-03,13,83097.227
2012-07-03,14,82847.727
2012-07-03,15,82149.438
2012-07-03,16,81364.539
2012-07-03,17,80439.289
2012-07-03,18,79664.750
2012-07-03,19,79028.758
2012-07-03,20,78545.391
2012-07-03,21,78229.172
2012-07-03,22,77220.375
2012-07-03,23,73539.102
2012-07-04,0,69407.602
2012-07-04,1,67565.547
2012-07-04,2,66329.656
2012-07-04,3,65912.188
2012-07-04,4,66190.195
2012-07-04,5,68165.477
2012-07-04,6,72230.734
2012-07-04,7,75665.078
2012-07-04,8,80035.609
2012-07-04,9,82982.375
2012-07-04,10,83930.258
2012-07-04,11,83565.797
2012-07-04,12,83231.758
2012-07-04,13,83712.148
2012-07-04,14,83506.906
2012-07-04,15,82967.133
2012-07-04,16,81746.352
2012-07-04,17,80820.492
2012-07-04,18,80120.938
2012-07-04,19,79415.305
2012-07-04,20,78783.000
2012-07-04,21,78691.062
2012-07-04,22,77541.508
2012-07-04,23,73729.352
2012-07-05,0,69916.000
2012-07-05,1,68088.000
2012-07-05,2,66402.000
2012-07-05,3,66160.000
2012-07-05,4,66262.000
2012-07-05,5,68244.000
2012-07-05,6,71957.000
2012-07-05,7,75286.000
2012-07-05,8,79951.000
2012-07-05,9,82975.000
2012-07-05,10,84040.000
2012-07-05,11,83772.000
2012-07-05,12,83360.000
2012-07-05,13,83934.000
2012-07-05,14,83537.000
2012-07-05,15,82717.000
2012-07-05,16,81610.000
2012-07-05,17,80822.000
2012-07-05,18,80099.000
2012-07-05,19,79239.000
2012-07-05,20,78654.000
2012-07-05,21,78411.000
2012-07-05,22,77619.000
2012-07-05,23,73686.000
2012-07-06,0,69525.648
2012-07-06,1,67497.531
2012-07-06,2,66143.992
2012-07-06,3,65968.109
2012-07-06,4,66163.297
2012-07-06,5,68301.047
2012-07-06,6,71925.070
2012-07-06,7,75627.289
2012-07-06,8,80551.398
2012-07-06,9,83382.875
2012-07-06,10,84432.266
2012-07-06,11,84264.906
2012-07-06,12,83944.922
2012-07-06,13,84430.094
2012-07-06,14,84000.250
2012-07-06,15,83130.789
2012-07-06,16,81739.789
2012-07-06,17,80900.789
2012-07-06,18,80040.586
2012-07-06,19,79156.359
2012-07-06,20,78858.672
2012-07-06,21,78545.469
2012-07-06,22,77628.594
2012-07-06,23,73867.406
2012-07-07,0,70386.406
2012-07-07,1,68199.383
2012-07-07,2,66725.609
2012-07-07,3,66350.062
2012-07-07,4,65852.391
2012-07-07,5,66771.891
2012-07-07,6,68376.602
2012-07-07,7,70164.492
2012-07-07,8,73915.430
2012-07-07,9,76792.805
2012-07-07,10,78282.000
2012-07-07,11,78333.961
2012-07-07,12,78064.789
2012-07-07,13,77995.406
2012-07-07,14,77498.938
2012-07-07,15,76963.844
2012-07-07,16,76231.172
2012-07-07,17,76056.219
2012-07-07,18,75767.258
2012-07-07,19,75602.664
2012-07-07,20,75555.375
2012-07-07,21,75725.836
2012-07-07,22,75363.734
2012-07-07,23,72355.742
2012-07-08,0,69892.531
2012-07-08,1,67140.594
2012-07-08,2,65922.008
2012-07-08,3,65194.219
2012-07-08,4,64398.938
2012-07-08,5,65290.676
2012-07-08,6,66024.180
2012-07-08,7,67747.062
2012-07-08,8,70766.305
2012-07-08,9,73640.141
2012-07-08,10,75225.227
2012-07-08,11,75651.625
2012-07-08,12,75742.336
2012-07-08,13,75940.789
2012-07-08,14,75598.852
2012-07-08,15,75558.016
2012-07-08,16,75046.820
2012-07-08,17,75086.711
2012-07-08,18,74902.305
2012-07-08,19,74964.539
2012-07-08,20,75263.359
2012-07-08,21,75758.383
2012-07-08,22,75210.305
2012-07-08,23,71887.883
2012-07-09,0,68859.484
2012-07-09,1,66849.195
2012-07-09,2,65399.633
2012-07-09,3,65322.309
2012-07-09,4,65687.383
2012-07-09,5,67657.781
2012-07-09,6,71363.094
2012-07-09,7,75020.398
2012-07-09,8,79990.781
2012-07-09,9,83363.086
2012-07-09,10,84610.688
2012-07-09,11,84439.789
2012-07-09,12,84165.820
2012-07-09,13,84569.867
2012-07-09,14,84304.734
2012-07-09,15,83634.078
2012-07-09,16,82544.234
2012-07-09,17,81602.703
2012-07-09,18,80863.578
2012-07-09,19,79914.930
2012-07-09,20,79170.148
2012-07-09,21,78890.648
2012-07-09,22,77863.180
2012-07-09,23,74033.328
2012-07-10,0,70138.484
2012-07-10,1,67894.062
2012-07-10,2,66529.328
2012-07-10,3,66443.508
2012-07-10,4,66634.516
2012-07-10,5,68529.633
2012-07-10,6,72311.523
2012-07-10,7,76027.219
2012-07-10,8,80433.195
2012-07-10,9,83344.062
2012-07-10,10,84534.602
2012-07-10,11,84493.281
2012-07-10,12,84261.547
2012-07-10,13,84826.953
2012-07-10,14,84703.336
2012-07-10,15,84094.266
2012-07-10,16,82913.867
2012-07-10,17,81911.922
2012-07-10,18,81156.547
2012-07-10,19,80407.859
2012-07-10,20,79589.133
2012-07-10,21,79470.672
2012-07-10,22,78262.117
2012-07-10,23,74441.055
2012-07-11,0,70215.281
2012-07-11,1,68212.062
2012-07-11,2,66898.750
2012-07-11,3,66752.203
2012-07-11,4,66920.680
2012-07-11,5,68918.617
2012-07-11,6,72459.195
2012-07-11,7,75605.602
2012-07-11,8,80295.055
2012-07-11,9,83592.648
2012-07-11,10,84746.000
2012-07-11,11,84663.352
2012-07-11,12,84399.625
2012-07-11,13,84790.648
2012-07-11,14,84685.562
2012-07-11,15,84277.578
2012-07-11,16,82980.078
2012-07-11,17,81774.883
2012-07-11,18,80944.031
2012-07-11,19,80276.258
2012-07-11,20,79531.961
2012-07-11,21,79517.570
2012-07-11,22,78327.461
2012-07-11,23,74504.516
2012-07-12,0,70694.547
2012-07-12,1,68586.875
2012-07-12,2,67273.125
2012-07-12,3,67031.328
2012-07-12,4,67234.695
2012-07-12,5,68970.758
2012-07-12,6,72655.242
2012-07-12,7,76261.234
2012-07-12,8,80560.367
2012-07-12,9,83810.727
2012-07-12,10,84936.453
2012-07-12,11,84939.711
2012-07-12,12,84911.414
2012-07-12,13,85467.148
2012-07-12,14,85240.922
2012-07-12,15,84712.117
2012-07-12,16,83292.758
2012-07-12,17,82190.094
2012-07-12,18,81328.977
2012-07-12,19,80467.008
2012-07-12,20,79548.711
2012-07-12,21,79620.344
2012-07-12,22,78487.750
2012-07-12,23,74652.625
2012-07-13,0,71015.578
2012-07-13,1,68970.539
2012-07-13,2,67613.508
2012-07-13,3,67486.578
2012-07-13,4,67639.133
2012-07-13,5,69186.875
2012-07-13,6,73255.734
2012-07-13,7,76778.945
2012-07-13,8,80922.305
2012-07-13,9,84158.977
2012-07-13,10,85254.445
2012-07-13,11,85179.625
2012-07-13,12,84859.008
2012-07-13,13,85358.656
2012-07-13,14,84972.188
2012-07-13,15,84340.305
2012-07-13,16,83275.789
2012-07-13,17,82197.250
2012-07-13,18,81394.383
2012-07-13,19,80332.930
2012-07-13,20,79690.242
2012-07-13,21,79866.672
2012-07-13,22,78720.953
2012-07-13,23,74766.828
2012-07-14,0,71176.508
2012-07-14,1,69018.000
2012-07-14,2,67316.516
2012-07-14,3,66415.734
2012-07-14,4,66279.141
2012-07-14,5,66854.734
2012-07-14,6,68640.359
2012-07-14,7,70455.234
2012-07-14,8,73665.555
2012-07-14,9,76512.977
2012-07-14,10,78112.438
2012-07-14,11,78526.422
2012-07-14,12,78668.094
2012-07-14,13,78642.961
2012-07-14,14,78357.117
2012-07-14,15,78102.992
2012-07-14,16,77101.812
2012-07-14,17,76766.008
2012-07-14,18,76409.594
2012-07-14,19,76206.602
2012-07-14,20,75611.680
2012-07-14,21,75741.484
2012-07-14,22,75276.758
2012-07-14,23,72244.172
2012-07-15,0,69907.453
2012-07-15,1,67752.469
2012-07-15,2,66373.031
2012-07-15,3,65672.414
2012-07-15,4,65078.723
2012-07-15,5,65541.914
2012-07-15,6,66820.414
2012-07-15,7,68299.164
2012-07-15,8,71367.703
2012-07-15,9,74078.750
2012-07-15,10,75956.016
2012-07-15,11,76697.016
2012-07-15,12,77149.836
2012-07-15,13,77348.977
2012-07-15,14,77334.859
2012-07-15,15,77264.438
2012-07-15,16,76618.039
2012-07-15,17,76587.031
2012-07-15,18,76440.352
2012-07-15,19,76616.047
2012-07-15,20,76343.492
2012-07-15,21,76869.070
2012-07-15,22,76630.070
2012-07-15,23,73219.305
2012-07-16,0,70167.734
2012-07-16,1,68325.656
2012-07-16,2,66465.469
2012-07-16,3,66354.383
2012-07-16,4,66677.094
2012-07-16,5,68386.797
2012-07-16,6,72336.539
2012-07-16,7,76490.164
2012-07-16,8,81263.516
2012-07-16,9,84685.219
2012-07-16,10,86164.539
2012-07-16,11,86125.938
2012-07-16,12,86018.062
2012-07-16,13,86628.594
2012-07-16,14,86470.578
2012-07-16,15,85967.047
2012-07-16,16,84789.078
2012-07-16,17,83614.328
2012-07-16,18,82582.773
2012-07-16,19,81999.148
2012-07-16,20,81062.609
2012-07-16,21,81004.273
2012-07-16,22,79915.938
2012-07-16,23,75850.555
2012-07-17,0,71520.344
2012-07-17,1,69404.992
2012-07-17,2,67624.383
2012-07-17,3,67592.344
2012-07-17,4,67506.352
2012-07-17,5,69180.031
2012-07-17,6,72835.344
2012-07-17,7,76878.273
2012-07-17,8,81563.328
2012-07-17,9,84656.344
2012-07-17,10,86059.281
2012-07-17,11,85953.812
2012-07-17,12,85439.352
2012-07-17,13,85944.734
2012-07-17,14,85718.031
2012-07-17,15,85118.875
2012-07-17,16,83984.664
2012-07-17,17,82836.367
2012-07-17,18,81954.141
2012-07-17,19,81074.562
2012-07-17,20,80603.516
2012-07-17,21,80608.164
2012-07-17,22,79397.430
2012-07-17,23,75552.086
2012-07-18,0,71181.805
2012-07-18,1,68283.344
2012-07-18,2,66670.539
2012-07-18,3,66722.484
2012-07-18,4,66694.125
2012-07-18,5,68149.195
2012-07-18,6,71379.414
2012-07-18,7,75722.320
2012-07-18,8,80639.625
2012-07-18,9,83785.547
2012-07-18,10,84924.258
2012-07-18,11,85067.125
2012-07-18,12,84919.484
2012-07-18,13,85413.227
2012-07-18,14,85167.969
2012-07-18,15,84649.211
2012-07-18,16,83482.055
2012-07-18,17,82309.234
2012-07-18,18,81591.555
2012-07-18,19,80753.109
2012-07-18,20,80311.016
2012-07-18,21,80505.008
2012-07-18,22,79569.461
2012-07-18,23,75965.938
2012-07-19,0,70675.977
2012-07-19,1,67982.219
2012-07-19,2,66562.641
2012-07-19,3,66287.023
2012-07-19,4,66390.398
2012-07-19,5,67987.383
2012-07-19,6,71492.672
2012-07-19,7,75710.883
2012-07-19,8,80603.352
2012-07-19,9,83448.000
2012-07-19,10,84700.805
2012-07-19,11,84561.406
2012-07-19,12,84227.992
2012-07-19,13,84872.070
2012-07-19,14,84588.023
2012-07-19,15,84042.781
2012-07-19,16,82928.016
2012-07-19,17,81721.984
2012-07-19,18,81060.141
2012-07-19,19,80226.734
2012-07-19,20,79706.305
2012-07-19,21,79659.703
2012-07-19,22,79020.016
2012-07-19,23,75222.016
2012-07-20,0,70492.453
2012-07-20,1,67618.992
2012-07-20,2,66028.352
2012-07-20,3,65982.188
2012-07-20,4,66123.016
2012-07-20,5,67686.328
2012-07-20,6,71198.641
2012-07-20,7,75262.070
2012-07-20,8,80084.234
2012-07-20,9,83167.391
2012-07-20,10,84393.211
2012-07-20,11,84361.781
2012-07-20,12,84276.883
2012-07-20,13,84716.102
2012-07-20,14,84301.156
2012-07-20,15,83654.477
2012-07-20,16,82246.461
2012-07-20,17,81080.180
2012-07-20,18,80364.891
2012-07-20,19,79513.594
2012-07-20,20,78988.406
2012-07-20,21,79088.500
2012-07-20,22,78579.773
2012-07-20,23,74872.773
2012-07-21,0,70329.703
2012-07-21,1,67755.266
2012-07-21,2,66220.578
2012-07-21,3,65562.086
2012-07-21,4,65123.789
2012-07-21,5,65825.992
2012-07-21,6,67634.781
2012-07-21,7,69627.234
2012-07-21,8,73342.133
2012-07-21,9,76217.078
2012-07-21,10,77847.906
2012-07-21,11,78338.969
2012-07-21,12,78383.031
2012-07-21,13,78261.695
2012-07-21,14,77753.711
2012-07-21,15,77487.883
2012-07-21,16,76789.258
2012-07-21,17,76385.578
2012-07-21,18,76083.695
2012-07-21,19,75764.352
2012-07-21,20,75772.336
2012-07-21,21,75790.648
2012-07-21,22,75377.984
2012-07-21,23,72236.312
2012-07-22,0,69770.969
2012-07-22,1,67089.258
2012-07-22,2,65450.023
2012-07-22,3,64933.945
2012-07-22,4,64286.922
2012-07-22,5,64854.645
2012-07-22,6,66027.531
2012-07-22,7,68123.242
2012-07-22,8,70792.758
2012-07-22,9,73803.562
2012-07-22,10,75596.305
2012-07-22,11,76328.406
2012-07-22,12,76651.430
2012-07-22,13,76899.570
2012-07-22,14,76743.773
2012-07-22,15,76751.969
2012-07-22,16,76292.211
2012-07-22,17,76162.016
2012-07-22,18,76072.789
2012-07-22,19,76051.367
2012-07-22,20,76333.414
2012-07-22,21,76886.734
2012-07-22,22,76428.422
2012-07-22,23,73576.734
2012-07-23,0,70241.461
2012-07-23,1,67303.531
2012-07-23,2,65700.555
2012-07-23,3,65633.273
2012-07-23,4,65664.172
2012-07-23,5,67315.609
2012-07-23,6,70880.594
2012-07-23,7,75341.883
2012-07-23,8,80586.961
2012-07-23,9,83757.750
2012-07-23,10,85128.016
2012-07-23,11,85137.953
2012-07-23,12,84972.281
2012-07-23,13,85625.352
2012-07-23,14,85432.961
2012-07-23,15,84835.844
2012-07-23,16,83540.055
2012-07-23,17,82438.562
2012-07-23,18,81517.938
2012-07-23,19,80646.531
2012-07-23,20,80280.602
2012-07-23,21,80356.992
2012-07-23,22,79684.844
2012-07-23,23,75460.805
2012-07-24,0,70646.508
2012-07-24,1,67732.555
2012-07-24,2,66269.531
2012-07-24,3,66190.867
2012-07-24,4,66043.695
2012-07-24,5,67592.734
2012-07-24,6,71200.141
2012-07-24,7,75194.148
2012-07-24,8,80152.875
2012-07-24,9,83116.508
2012-07-24,10,84458.906
2012-07-24,11,84482.398
2012-07-24,12,84217.242
2012-07-24,13,84655.742
2012-07-24,14,84588.391
2012-07-24,15,84108.000
2012-07-24,16,83204.781
2012-07-24,17,82214.555
2012-07-24,18,81574.180
2012-07-24,19,80659.492
2012-07-24,20,80474.969
2012-07-24,21,80464.695
2012-07-24,22,79591.398
2012-07-24,23,75559.945
2012-07-25,0,71235.977
2012-07-25,1,68562.133
2012-07-25,2,67096.461
2012-07-25,3,66689.812
2012-07-25,4,66703.258
2012-07-25,5,68154.992
2012-07-25,6,71265.023
2012-07-25,7,75475.508
2012-07-25,8,80101.641
2012-07-25,9,83561.633
2012-07-25,10,84965.938
2012-07-25,11,84903.461
2012-07-25,12,84705.016
2012-07-25,13,85195.070
2012-07-25,14,85045.352
2012-07-25,15,84605.578
2012-07-25,16,83650.570
2012-07-25,17,82567.547
2012-07-25,18,81881.664
2012-07-25,19,81016.648
2012-07-25,20,80743.578
2012-07-25,21,80881.336
2012-07-25,22,79977.547
2012-07-25,23,75912.344
2012-07-26,0,71563.766
2012-07-26,1,68592.367
2012-07-26,2,66979.203
2012-07-26,3,66853.703
2012-07-26,4,66918.578
2012-07-26,5,68420.102
2012-07-26,6,71925.688
2012-07-26,7,75856.070
2012-07-26,8,80753.711
2012-07-26,9,83952.789
2012-07-26,10,85013.672
2012-07-26,11,84995.195
2012-07-26,12,84906.820
2012-07-26,13,85803.719
2012-07-26,14,85649.914
2012-07-26,15,85041.805
2012-07-26,16,84192.602
2012-07-26,17,83198.625
2012-07-26,18,82412.172
2012-07-26,19,81435.172
2012-07-26,20,81221.320
2012-07-26,21,81547.656
2012-07-26,22,80646.805
2012-07-26,23,76026.578
2012-07-27,0,71970.555
2012-07-27,1,68933.602
2012-07-27,2,67341.492
2012-07-27,3,67197.516
2012-07-27,4,67361.852
2012-07-27,5,68826.664
2012-07-27,6,72289.984
2012-07-27,7,76171.344
2012-07-27,8,81050.531
2012-07-27,9,84115.539
2012-07-27,10,85319.141
2012-07-27,11,85359.695
2012-07-27,12,85122.258
2012-07-27,13,85630.367
2012-07-27,14,85287.797
2012-07-27,15,84655.852
2012-07-27,16,83573.609
2012-07-27,17,82564.859
2012-07-27,18,81880.016
2012-07-27,19,81096.695
2012-07-27,20,80735.344
2012-07-27,21,80963.570
2012-07-27,22,80160.102
2012-07-27,23,76122.922
2012-07-28,0,71595.477
2012-07-28,1,68585.250
2012-07-28,2,66719.164
2012-07-28,3,66201.281
2012-07-28,4,65787.664
2012-07-28,5,66310.867
2012-07-28,6,67905.703
2012-07-28,7,69894.734
2012-07-28,8,73719.312
2012-07-28,9,76701.727
2012-07-28,10,78180.820
2012-07-28,11,78778.758
2012-07-28,12,78851.812
2012-07-28,13,78813.734
2012-07-28,14,78460.734
2012-07-28,15,78156.734
2012-07-28,16,77809.047
2012-07-28,17,77562.617
2012-07-28,18,77173.812
2012-07-28,19,76759.562
2012-07-28,20,76658.195
2012-07-28,21,76999.859
2012-07-28,22,76305.289
2012-07-28,23,73497.742
2012-07-29,0,70433.938
2012-07-29,1,67638.234
2012-07-29,2,66254.672
2012-07-29,3,65718.031
2012-07-29,4,65197.039
2012-07-29,5,65588.414
2012-07-29,6,66696.797
2012-07-29,7,68238.547
2012-07-29,8,71231.305
2012-07-29,9,74219.352
2012-07-29,10,75987.875
2012-07-29,11,76731.297
2012-07-29,12,76972.883
2012-07-29,13,77114.742
2012-07-29,14,77047.305
2012-07-29,15,76992.320
2012-07-29,16,76897.430
2012-07-29,17,76881.656
2012-07-29,18,77010.086
2012-07-29,19,76853.078
2012-07-29,20,77267.375
2012-07-29,21,77888.570
2012-07-29,22,77127.492
2012-07-29,23,73974.422
2012-07-30,0,70899.883
2012-07-30,1,68141.719
2012-07-30,2,66744.219
2012-07-30,3,66521.930
2012-07-30,4,66510.672
2012-07-30,5,68166.820
2012-07-30,6,71280.062
2012-07-30,7,75316.445
2012-07-30,8,80631.102
2012-07-30,9,84155.812
2012-07-30,10,85534.133
2012-07-30,11,85581.852
2012-07-30,12,85487.281
2012-07-30,13,86322.148
2012-07-30,14,86332.445
2012-07-30,15,85705.812
2012-07-30,16,84715.461
2012-07-30,17,83628.094
2012-07-30,18,82682.609
2012-07-30,19,81841.656
2012-07-30,20,81344.766
2012-07-30,21,81530.773
2012-07-30,22,80834.258
2012-07-30,23,76511.086
2012-07-31,0,71797.008
2012-07-31,1,69028.180
2012-07-31,2,67906.906
2012-07-31,3,67905.922
2012-07-31,4,67822.852
2012-07-31,5,69189.086
2012-07-31,6,72128.898
2012-07-31,7,76251.398
2012-07-31,8,80898.453
2012-07-31,9,84357.750
2012-07-31,10,85583.062
2012-07-31,11,85598.469
2012-07-31,12,85362.570
2012-07-31,13,86017.602
2012-07-31,14,85775.594
2012-07-31,15,85230.125
2012-07-31,16,84341.523
2012-07-31,17,83182.461
2012-07-31,18,82378.016
2012-07-31,19,81486.797
2012-07-31,20,81010.844
2012-07-31,21,81047.531
2012-07-31,22,80231.453
2012-07-31,23,76239.773
2012-08-01,0,71448.961
2012-08-01,1,68831.406
2012-08-01,2,67640.727
2012-08-01,3,67598.891
2012-08-01,4,67762.055
2012-08-01,5,69183.109
2012-08-01,6,72246.719
2012-08-01,7,75807.852
2012-08-01,8,80683.633
2012-08-01,9,83736.789
2012-08-01,10,85097.156
2012-08-01,11,84997.984
2012-08-01,12,84816.430
2012-08-01,13,85381.227
2012-08-01,14,85379.109
2012-08-01,15,84870.516
2012-08-01,16,83989.023
2012-08-01,17,83022.422
2012-08-01,18,82185.766
2012-08-01,19,81253.828
2012-08-01,20,80774.227
2012-08-01,21,80947.617
2012-08-01,22,79969.734
2012-08-01,23,75737.594
2012-08-02,0,71549.156
2012-08-02,1,68749.953
2012-08-02,2,67280.594
2012-08-02,3,67189.352
2012-08-02,4,67376.797
2012-08-02,5,68875.945
2012-08-02,6,71700.320
2012-08-02,7,75665.328
2012-08-02,8,80520.773
2012-08-02,9,83793.383
2012-08-02,10,84999.531
2012-08-02,11,84943.188
2012-08-02,12,84603.273
2012-08-02,13,85312.297
2012-08-02,14,85381.000
2012-08-02,15,84836.688
2012-08-02,16,83968.398
2012-08-02,17,83049.844
2012-08-02,18,82262.203
2012-08-02,19,81226.047
2012-08-02,20,80784.023
2012-08-02,21,80992.320
2012-08-02,22,79789.375
2012-08-02,23,75682.008
2012-08-03,0,71744.672
2012-08-03,1,68980.961
2012-08-03,2,67318.711
2012-08-03,3,67288.938
2012-08-03,4,67513.219
2012-08-03,5,68776.641
2012-08-03,6,71752.445
2012-08-03,7,75653.961
2012-08-03,8,80557.117
2012-08-03,9,83743.828
2012-08-03,10,84833.867
2012-08-03,11,84946.766
2012-08-03,12,84700.484
2012-08-03,13,85140.234
2012-08-03,14,84982.922
2012-08-03,15,84315.406
2012-08-03,16,83219.750
2012-08-03,17,82366.422
2012-08-03,18,81649.727
2012-08-03,19,80865.688
2012-08-03,20,80528.055
2012-08-03,21,80816.633
2012-08-03,22,80157.469
2012-08-03,23,76126.141
2012-08-04,0,71891.523
2012-08-04,1,68961.227
2012-08-04,2,67301.844
2012-08-04,3,67040.516
2012-08-04,4,66591.422
2012-08-04,5,66703.953
2012-08-04,6,67621.219
2012-08-04,7,70335.062
2012-08-04,8,73965.711
2012-08-04,9,77105.516
2012-08-04,10,78802.164
2012-08-04,11,79311.992
2012-08-04,12,79260.453
2012-08-04,13,79271.766
2012-08-04,14,78938.344
2012-08-04,15,78719.391
2012-08-04,16,78252.289
2012-08-04,17,78086.992
2012-08-04,18,77635.719
2012-08-04,19,77211.391
2012-08-04,20,77223.250
2012-08-04,21,77762.383
2012-08-04,22,77109.516
2012-08-04,23,73639.258
2012-08-05,0,70495.203
2012-08-05,1,68199.570
2012-08-05,2,66529.531
2012-08-05,3,65973.344
2012-08-05,4,65708.031
2012-08-05,5,65939.398
2012-08-05,6,66799.891
2012-08-05,7,68271.484
2012-08-05,8,71686.555
2012-08-05,9,74818.625
2012-08-05,10,76615.250
2012-08-05,11,77296.172
2012-08-05,12,77584.766
2012-08-05,13,77551.344
2012-08-05,14,77660.102
2012-08-05,15,77483.117
2012-08-05,16,77370.016
2012-08-05,17,77217.523
2012-08-05,18,77249.008
2012-08-05,19,77001.008
2012-08-05,20,77290.258
2012-08-05,21,78218.703
2012-08-05,22,77590.305
2012-08-05,23,74465.078
2012-08-06,0,71248.039
2012-08-06,1,68506.570
2012-08-06,2,66999.742
2012-08-06,3,66795.344
2012-08-06,4,66983.312
2012-08-06,5,68140.250
2012-08-06,6,70994.000
2012-08-06,7,75534.148
2012-08-06,8,80783.664
2012-08-06,9,84158.523
2012-08-06,10,85708.906
2012-08-06,11,85769.953
2012-08-06,12,85543.461
2012-08-06,13,86209.453
2012-08-06,14,86150.594
2012-08-06,15,85770.594
2012-08-06,16,84915.430
2012-08-06,17,83753.523
2012-08-06,18,82795.320
2012-08-06,19,81886.508
2012-08-06,20,81615.516
2012-08-06,21,82053.383
2012-08-06,22,80406.305
2012-08-06,23,76527.555
2012-08-07,0,72303.562
2012-08-07,1,69633.281
2012-08-07,2,68225.680
2012-08-07,3,68098.133
2012-08-07,4,68156.062
2012-08-07,5,69252.281
2012-08-07,6,71728.938
2012-08-07,7,76135.188
2012-08-07,8,81011.289
2012-08-07,9,84204.172
2012-08-07,10,85280.641
2012-08-07,11,85276.297
2012-08-07,12,85079.062
2012-08-07,13,85823.703
2012-08-07,14,85841.211
2012-08-07,15,85499.500
2012-08-07,16,84435.430
2012-08-07,17,83338.977
2012-08-07,18,82556.680
2012-08-07,19,81772.867
2012-08-07,20,81389.859
2012-08-07,21,81985.773
2012-08-07,22,80418.797
2012-08-07,23,76630.609
2012-08-08,0,72052.961
2012-08-08,1,69191.438
2012-08-08,2,67826.312
2012-08-08,3,67687.898
2012-08-08,4,67898.109
2012-08-08,5,69502.805
2012-08-08,6,71588.562
2012-08-08,7,75680.266
2012-08-08,8,81031.500
2012-08-08,9,84406.320
2012-08-08,10,85906.977
2012-08-08,11,86006.469
2012-08-08,12,85940.766
2012-08-08,13,86784.445
2012-08-08,14,86718.484
2012-08-08,15,86085.414
2012-08-08,16,85023.102
2012-08-08,17,84133.406
2012-08-08,18,83210.047
2012-08-08,19,82511.906
2012-08-08,20,82451.094
2012-08-08,21,82853.875
2012-08-08,22,81125.508
2012-08-08,23,76997.727
2012-08-09,0,72155.070
2012-08-09,1,69307.430
2012-08-09,2,68031.820
2012-08-09,3,67778.781
2012-08-09,4,68053.305
2012-08-09,5,69621.438
2012-08-09,6,72340.055
2012-08-09,7,75749.633
2012-08-09,8,80947.445
2012-08-09,9,84291.906
2012-08-09,10,85791.414
2012-08-09,11,85824.977
2012-08-09,12,85915.188
2012-08-09,13,86802.852
2012-08-09,14,86600.906
2012-08-09,15,85901.688
2012-08-09,16,85069.977
2012-08-09,17,83870.438
2012-08-09,18,83160.352
2012-08-09,19,82490.180
2012-08-09,20,82514.461
2012-08-09,21,83114.609
2012-08-09,22,81131.648
2012-08-09,23,77007.102
2012-08-10,0,72579.586
2012-08-10,1,69417.258
2012-08-10,2,68074.242
2012-08-10,3,67933.984
2012-08-10,4,68270.805
2012-08-10,5,69647.766
2012-08-10,6,72534.258
2012-08-10,7,76394.609
2012-08-10,8,81601.617
2012-08-10,9,84674.414
2012-08-10,10,85971.141
2012-08-10,11,85915.570
2012-08-10,12,85795.047
2012-08-10,13,86370.492
2012-08-10,14,86142.023
2012-08-10,15,85450.250
2012-08-10,16,84351.695
2012-08-10,17,83563.375
2012-08-10,18,82817.570
2012-08-10,19,82071.992
2012-08-10,20,82071.156
2012-08-10,21,82953.719
2012-08-10,22,80988.156
