Date,Hour,sellFullPlannedVolume
2012-03-19,14,100067.047
2012-03-19,15,100588.984
2012-03-19,16,100138.008
2012-03-19,17,99084.461
2012-03-19,18,100094.602
2012-03-19,19,101524.445
2012-03-19,20,101520.859
2012-03-19,21,100264.609
2012-03-19,22,96346.875
2012-03-19,23,91622.289
2012-03-20,0,87741.492
2012-03-20,1,85543.852
2012-03-20,2,85032.523
2012-03-20,3,85224.312
2012-03-20,4,86825.953
2012-03-20,5,89045.273
2012-03-20,6,93015.586
2012-03-20,7,96651.258
2012-03-20,8,99874.898
2012-03-20,9,101665.117
2012-03-20,10,101756.977
2012-03-20,11,100771.594
2012-03-20,12,99756.070
2012-03-20,13,99569.102
2012-03-20,14,99052.109
2012-03-20,15,99706.133
2012-03-20,16,99563.367
2012-03-20,17,98076.812
2012-03-20,18,99172.430
2012-03-20,19,100686.047
2012-03-20,20,100540.930
2012-03-20,21,99290.109
2012-03-20,22,95270.172
2012-03-20,23,90442.352
2012-03-21,0,87252.328
2012-03-21,1,84991.766
2012-03-21,2,84224.164
2012-03-21,3,84363.992
2012-03-21,4,86133.336
2012-03-21,5,88519.289
2012-03-21,6,92340.195
2012-03-21,7,95815.398
2012-03-21,8,98973.367
2012-03-21,9,100592.117
2012-03-21,10,100637.289
2012-03-21,11,99414.070
2012-03-21,12,98684.133
2012-03-21,13,98627.047
2012-03-21,14,98289.820
2012-03-21,15,98624.047
2012-03-21,16,98232.320
2012-03-21,17,96970.688
2012-03-21,18,97998.641
2012-03-21,19,99426.734
2012-03-21,20,99949.750
2012-03-21,21,98839.625
2012-03-21,22,94827.711
2012-03-21,23,90007.844
2012-03-22,0,87033.328
2012-03-22,1,84669.984
2012-03-22,2,84284.672
2012-03-22,3,84577.273
2012-03-22,4,85622.406
2012-03-22,5,88510.766
2012-03-22,6,92584.914
2012-03-22,7,95924.836
2012-03-22,8,99155.227
2012-03-22,9,100935.445
2012-03-22,10,100893.359
2012-03-22,11,99826.328
2012-03-22,12,99476.008
2012-03-22,13,99513.984
2012-03-22,14,99245.469
2012-03-22,15,99764.633
2012-03-22,16,99051.938
2012-03-22,17,97676.703
2012-03-22,18,98583.578
2012-03-22,19,99964.688
2012-03-22,20,100133.039
2012-03-22,21,98686.133
2012-03-22,22,94809.617
2012-03-22,23,89877.945
2012-03-23,0,86780.000
2012-03-23,1,84522.000
2012-03-23,2,84023.000
2012-03-23,3,84260.000
2012-03-23,4,85929.000
2012-03-23,5,88578.000
2012-03-23,6,92467.000
2012-03-23,7,95892.000
2012-03-23,8,99155.000
2012-03-23,9,100952.000
2012-03-23,10,100959.000
2012-03-23,11,99588.000
2012-03-23,12,98792.000
2012-03-23,13,98989.000
2012-03-23,14,98600.000
2012-03-23,15,98967.000
2012-03-23,16,98204.000
2012-03-23,17,96999.000
2012-03-23,18,98066.000
2012-03-23,19,99615.000
2012-03-23,20,100037.000
2012-03-23,21,98700.000
2012-03-23,22,94775.000
2012-03-23,23,89960.000
2012-03-24,0,87585.273
2012-03-24,1,85005.953
2012-03-24,2,84216.445
2012-03-24,3,83838.414
2012-03-24,4,84536.203
2012-03-24,5,85948.664
2012-03-24,6,87404.328
2012-03-24,7,89830.984
2012-03-24,8,92509.695
2012-03-24,9,94579.242
2012-03-24,10,95411.648
2012-03-24,11,95000.156
2012-03-24,12,94437.102
2012-03-24,13,93872.266
2012-03-24,14,93452.156
2012-03-24,15,93239.398
2012-03-24,16,93625.344
2012-03-24,17,94241.430
2012-03-24,18,95711.617
2012-03-24,19,97634.406
2012-03-24,20,97746.445
2012-03-24,21,96022.484
2012-03-24,22,92618.195
2012-03-24,23,88615.148
2012-03-25,0,85977.000
2012-03-25,0,85977.000
2012-03-25,1,83389.000
2012-03-25,1,83389.000
2012-03-25,2,82716.000
2012-03-25,2,82716.000
2012-03-25,3,82303.000
2012-03-25,3,82303.000
2012-03-25,4,82509.000
2012-03-25,4,82509.000
2012-03-25,5,83323.000
2012-03-25,5,83323.000
2012-03-25,6,84481.000
2012-03-25,6,84481.000
2012-03-25,7,86189.000
2012-03-25,7,86189.000
2012-03-25,8,88506.000
2012-03-25,8,88506.000
2012-03-25,9,90787.000
2012-03-25,9,90787.000
2012-03-25,10,92049.000
2012-03-25,10,92049.000
2012-03-25,11,92041.000
2012-03-25,11,92041.000
2012-03-25,12,91717.000
2012-03-25,12,91717.000
2012-03-25,13,91362.000
2012-03-25,13,91362.000
2012-03-25,14,91158.000
2012-03-25,14,91158.000
2012-03-25,15,91331.000
2012-03-25,15,91331.000
2012-03-25,16,92072.000
2012-03-25,16,92072.000
2012-03-25,17,92905.000
2012-03-25,17,92905.000
2012-03-25,18,94386.000
2012-03-25,18,94386.000
2012-03-25,19,96418.000
2012-03-25,19,96418.000
2012-03-25,20,96705.000
2012-03-25,20,96705.000
2012-03-25,21,95073.000
2012-03-25,21,95073.000
2012-03-25,22,91326.000
2012-03-25,22,91326.000
2012-03-25,23,87181.000
2012-03-25,23,87181.000
2012-03-26,0,84486.000
2012-03-26,1,83096.000
2012-03-26,2,82345.000
2012-03-26,3,82521.000
2012-03-26,4,84271.000
2012-03-26,5,86779.000
2012-03-26,6,91169.000
2012-03-26,7,95866.000
2012-03-26,8,99483.000
2012-03-26,9,101325.000
2012-03-26,10,101585.000
2012-03-26,11,100396.000
2012-03-26,12,99405.000
2012-03-26,13,99452.000
2012-03-26,14,99042.000
2012-03-26,15,99109.000
2012-03-26,16,98468.000
2012-03-26,17,97439.000
2012-03-26,18,98585.000
2012-03-26,19,100167.000
2012-03-26,20,100342.000
2012-03-26,21,98588.000
2012-03-26,22,93988.000
2012-03-26,23,89060.000
2012-03-27,0,85696.039
2012-03-27,1,84308.477
2012-03-27,2,83732.672
2012-03-27,3,83864.961
2012-03-27,4,84739.406
2012-03-27,5,87306.977
2012-03-27,6,91357.508
2012-03-27,7,95421.617
2012-03-27,8,98675.188
2012-03-27,9,100804.336
2012-03-27,10,100822.219
2012-03-27,11,99650.852
2012-03-27,12,98794.875
2012-03-27,13,98923.406
2012-03-27,14,98550.945
2012-03-27,15,98251.359
2012-03-27,16,97798.578
2012-03-27,17,96920.609
2012-03-27,18,97800.156
2012-03-27,19,98953.180
2012-03-27,20,99415.211
2012-03-27,21,97159.492
2012-03-27,22,92939.992
2012-03-27,23,87891.219
2012-03-28,0,85000.055
2012-03-28,1,83136.430
2012-03-28,2,82484.578
2012-03-28,3,82729.688
2012-03-28,4,84166.156
2012-03-28,5,86996.500
2012-03-28,6,91029.164
2012-03-28,7,95292.703
2012-03-28,8,98664.047
2012-03-28,9,100779.070
2012-03-28,10,100921.766
2012-03-28,11,99679.227
2012-03-28,12,98927.523
2012-03-28,13,98965.891
2012-03-28,14,98455.234
2012-03-28,15,98323.695
2012-03-28,16,97896.414
2012-03-28,17,96643.625
2012-03-28,18,97526.992
2012-03-28,19,98720.477
2012-03-28,20,99235.859
2012-03-28,21,97633.305
2012-03-28,22,93416.766
2012-03-28,23,88469.258
2012-03-29,0,85043.719
2012-03-29,1,83287.547
2012-03-29,2,82700.578
2012-03-29,3,83093.352
2012-03-29,4,84193.398
2012-03-29,5,86424.539
2012-03-29,6,91059.984
2012-03-29,7,95241.594
2012-03-29,8,98654.070
2012-03-29,9,100863.805
2012-03-29,10,101074.609
2012-03-29,11,99918.711
2012-03-29,12,99041.117
2012-03-29,13,99094.250
2012-03-29,14,98735.367
2012-03-29,15,98457.602
2012-03-29,16,97997.367
2012-03-29,17,97057.641
2012-03-29,18,97629.102
2012-03-29,19,98722.750
2012-03-29,20,99130.477
2012-03-29,21,97573.742
2012-03-29,22,93353.773
2012-03-29,23,88353.305
2012-03-30,0,85360.562
2012-03-30,1,83305.148
2012-03-30,2,82641.797
2012-03-30,3,82991.383
2012-03-30,4,84205.789
2012-03-30,5,85891.367
2012-03-30,6,90081.008
2012-03-30,7,94324.586
2012-03-30,8,98211.359
2012-03-30,9,100336.305
2012-03-30,10,100389.492
2012-03-30,11,99111.445
2012-03-30,12,98225.969
2012-03-30,13,98281.742
2012-03-30,14,97640.820
2012-03-30,15,97326.531
2012-03-30,16,96733.594
2012-03-30,17,95825.562
2012-03-30,18,96521.648
2012-03-30,19,97843.430
2012-03-30,20,98340.750
2012-03-30,21,96745.422
2012-03-30,22,92353.742
2012-03-30,23,87839.031
2012-03-31,0,85057.180
2012-03-31,1,82977.734
2012-03-31,2,82052.312
2012-03-31,3,81918.000
2012-03-31,4,82183.508
2012-03-31,5,82786.406
2012-03-31,6,85210.898
2012-03-31,7,87509.195
2012-03-31,8,90398.398
2012-03-31,9,92688.836
2012-03-31,10,93151.273
2012-03-31,11,92837.938
2012-03-31,12,92344.578
2012-03-31,13,91680.547
2012-03-31,14,91215.422
2012-03-31,15,91131.719
2012-03-31,16,91688.023
2012-03-31,17,92097.469
2012-03-31,18,93027.898
2012-03-31,19,94630.875
2012-03-31,20,95464.602
2012-03-31,21,93502.273
2012-03-31,22,90261.859
2012-03-31,23,86141.688
2012-04-01,0,82215.953
2012-04-01,1,80348.375
2012-04-01,2,80183.352
2012-04-01,3,80047.680
2012-04-01,4,80396.180
2012-04-01,5,81493.117
2012-04-01,6,83251.070
2012-04-01,7,84210.875
2012-04-01,8,86810.320
2012-04-01,9,88993.688
2012-04-01,10,89735.484
2012-04-01,11,89790.484
2012-04-01,12,89481.328
2012-04-01,13,89144.461
2012-04-01,14,88948.281
2012-04-01,15,89057.938
2012-04-01,16,89398.438
2012-04-01,17,90182.453
2012-04-01,18,91381.836
2012-04-01,19,93445.289
2012-04-01,20,95074.117
2012-04-01,21,93161.227
2012-04-01,22,89736.352
2012-04-01,23,85694.578
2012-04-02,0,83026.898
2012-04-02,1,81337.133
2012-04-02,2,80712.562
2012-04-02,3,81085.133
2012-04-02,4,82462.641
2012-04-02,5,84251.719
2012-04-02,6,88661.078
2012-04-02,7,93000.109
2012-04-02,8,96878.070
2012-04-02,9,99190.781
2012-04-02,10,99422.469
2012-04-02,11,98292.141
2012-04-02,12,97425.844
2012-04-02,13,97290.695
2012-04-02,14,96839.812
2012-04-02,15,96205.969
2012-04-02,16,96151.359
2012-04-02,17,95942.141
2012-04-02,18,95885.281
2012-04-02,19,97244.641
2012-04-02,20,98070.562
2012-04-02,21,96887.109
2012-04-02,22,92286.273
2012-04-02,23,87569.523
2012-04-03,0,83973.680
2012-04-03,1,81739.750
2012-04-03,2,81428.914
2012-04-03,3,81663.234
2012-04-03,4,83084.383
2012-04-03,5,85471.281
2012-04-03,6,89042.828
2012-04-03,7,92866.781
2012-04-03,8,96220.961
2012-04-03,9,98585.141
2012-04-03,10,98696.117
2012-04-03,11,97622.555
2012-04-03,12,96741.844
2012-04-03,13,96608.977
2012-04-03,14,96190.156
2012-04-03,15,95545.789
2012-04-03,16,95794.961
2012-04-03,17,95515.367
2012-04-03,18,95162.875
2012-04-03,19,96397.703
2012-04-03,20,97247.531
2012-04-03,21,96221.016
2012-04-03,22,91762.734
2012-04-03,23,87114.336
2012-04-04,0,83490.195
2012-04-04,1,81490.664
2012-04-04,2,81256.781
2012-04-04,3,81661.469
2012-04-04,4,82793.375
2012-04-04,5,85178.430
2012-04-04,6,88886.180
2012-04-04,7,92683.484
2012-04-04,8,96356.227
2012-04-04,9,98422.133
2012-04-04,10,98322.742
2012-04-04,11,97179.430
2012-04-04,12,96263.453
2012-04-04,13,96257.016
2012-04-04,14,95636.711
2012-04-04,15,95092.672
2012-04-04,16,94915.023
2012-04-04,17,94527.195
2012-04-04,18,94548.922
2012-04-04,19,95499.297
2012-04-04,20,96605.117
2012-04-04,21,95733.961
2012-04-04,22,91341.336
2012-04-04,23,86776.562
2012-04-05,0,83264.617
2012-04-05,1,81239.359
2012-04-05,2,81196.391
2012-04-05,3,81665.023
2012-04-05,4,82786.898
2012-04-05,5,85329.320
2012-04-05,6,88494.422
2012-04-05,7,91981.945
2012-04-05,8,95686.453
2012-04-05,9,97631.078
2012-04-05,10,97663.109
2012-04-05,11,96643.094
2012-04-05,12,95754.320
2012-04-05,13,95758.531
2012-04-05,14,95302.031
2012-04-05,15,94913.195
2012-04-05,16,94980.078
2012-04-05,17,94579.312
2012-04-05,18,94185.609
2012-04-05,19,95089.023
2012-04-05,20,96112.297
2012-04-05,21,95186.312
2012-04-05,22,91345.055
2012-04-05,23,86591.359
2012-04-06,0,83107.211
2012-04-06,1,81308.891
2012-04-06,2,80373.320
2012-04-06,3,80763.086
2012-04-06,4,81888.469
2012-04-06,5,84421.070
2012-04-06,6,88008.039
2012-04-06,7,92066.648
2012-04-06,8,95571.820
2012-04-06,9,97538.719
2012-04-06,10,97403.117
2012-04-06,11,96293.055
2012-04-06,12,95345.219
2012-04-06,13,95446.633
2012-04-06,14,94934.180
2012-04-06,15,94274.609
2012-04-06,16,93563.945
2012-04-06,17,93159.266
2012-04-06,18,93497.188
2012-04-06,19,94328.672
2012-04-06,20,95636.195
2012-04-06,21,94900.523
2012-04-06,22,90667.219
2012-04-06,23,85819.508
2012-04-07,0,82510.742
2012-04-07,1,80645.312
2012-04-07,2,79658.352
2012-04-07,3,79583.664
2012-04-07,4,80033.945
2012-04-07,5,81354.938
2012-04-07,6,82544.391
2012-04-07,7,84968.961
2012-04-07,8,87644.906
2012-04-07,9,89801.164
2012-04-07,10,90594.938
2012-04-07,11,90237.094
2012-04-07,12,89714.141
2012-04-07,13,89132.961
2012-04-07,14,88572.555
2012-04-07,15,88280.875
2012-04-07,16,88416.219
2012-04-07,17,89184.688
2012-04-07,18,89644.047
2012-04-07,19,91125.383
2012-04-07,20,92189.086
2012-04-07,21,90970.047
2012-04-07,22,87568.586
2012-04-07,23,83524.492
2012-04-08,0,80037.320
2012-04-08,1,78805.523
2012-04-08,2,78415.555
2012-04-08,3,78428.320
2012-04-08,4,78834.039
2012-04-08,5,79788.164
2012-04-08,6,81635.922
2012-04-08,7,82268.117
2012-04-08,8,84404.719
2012-04-08,9,86500.445
2012-04-08,10,87455.961
2012-04-08,11,87291.695
2012-04-08,12,86946.906
2012-04-08,13,86460.500
2012-04-08,14,86136.039
2012-04-08,15,86074.172
2012-04-08,16,86623.781
2012-04-08,17,87708.539
2012-04-08,18,88637.484
2012-04-08,19,90866.117
2012-04-08,20,92307.734
2012-04-08,21,90958.633
2012-04-08,22,87453.266
2012-04-08,23,83157.828
2012-04-09,0,80416.625
2012-04-09,1,78804.297
2012-04-09,2,78840.586
2012-04-09,3,79155.672
2012-04-09,4,80312.445
2012-04-09,5,82851.305
2012-04-09,6,86459.531
2012-04-09,7,90370.867
2012-04-09,8,94312.336
2012-04-09,9,96076.422
2012-04-09,10,96015.258
2012-04-09,11,94808.664
2012-04-09,12,93935.406
2012-04-09,13,93948.984
2012-04-09,14,93671.516
2012-04-09,15,93270.898
2012-04-09,16,92683.727
2012-04-09,17,92558.477
2012-04-09,18,92602.188
2012-04-09,19,93427.727
2012-04-09,20,94883.156
2012-04-09,21,93890.383
2012-04-09,22,89720.539
2012-04-09,23,84947.195
2012-04-10,0,80885.617
2012-04-10,1,78968.758
2012-04-10,2,78223.930
2012-04-10,3,78545.250
2012-04-10,4,79921.383
2012-04-10,5,82854.141
2012-04-10,6,85757.867
2012-04-10,7,89889.359
2012-04-10,8,93679.141
2012-04-10,9,95800.141
2012-04-10,10,95747.164
2012-04-10,11,94555.445
2012-04-10,12,93593.852
2012-04-10,13,93770.258
2012-04-10,14,93448.750
2012-04-10,15,92684.609
2012-04-10,16,91919.477
2012-04-10,17,91797.148
2012-04-10,18,91956.562
2012-04-10,19,92783.711
2012-04-10,20,94435.180
2012-04-10,21,93780.570
2012-04-10,22,90381.781
2012-04-10,23,85155.047
2012-04-11,0,81577.680
2012-04-11,1,79247.992
2012-04-11,2,78476.312
2012-04-11,3,78666.664
2012-04-11,4,79588.961
2012-04-11,5,81446.086
2012-04-11,6,84759.477
2012-04-11,7,89332.742
2012-04-11,8,93355.781
2012-04-11,9,95379.867
2012-04-11,10,95560.133
2012-04-11,11,94612.617
2012-04-11,12,93814.273
2012-04-11,13,93707.156
2012-04-11,14,93173.406
2012-04-11,15,92396.570
2012-04-11,16,92151.258
2012-04-11,17,91967.438
2012-04-11,18,91869.000
2012-04-11,19,92758.164
2012-04-11,20,94024.156
2012-04-11,21,93227.500
2012-04-11,22,89515.062
2012-04-11,23,84437.938
2012-04-12,0,81341.977
2012-04-12,1,78993.219
2012-04-12,2,78179.547
2012-04-12,3,78502.391
2012-04-12,4,79330.320
2012-04-12,5,81018.633
2012-04-12,6,84378.250
2012-04-12,7,88697.586
2012-04-12,8,92758.836
2012-04-12,9,94728.586
2012-04-12,10,95018.430
2012-04-12,11,93935.641
2012-04-12,12,93185.969
2012-04-12,13,93265.531
2012-04-12,14,92829.680
2012-04-12,15,92001.219
2012-04-12,16,91495.570
2012-04-12,17,91480.234
2012-04-12,18,91569.898
2012-04-12,19,92380.641
2012-04-12,20,93717.867
2012-04-12,21,93037.367
2012-04-12,22,88822.766
2012-04-12,23,83952.820
2012-04-13,0,80798.680
2012-04-13,1,78705.969
2012-04-13,2,77571.812
2012-04-13,3,77706.930
2012-04-13,4,78866.469
2012-04-13,5,81295.555
2012-04-13,6,84474.211
2012-04-13,7,88387.516
2012-04-13,8,92303.562
2012-04-13,9,94517.297
2012-04-13,10,94597.328
2012-04-13,11,93505.070
2012-04-13,12,92387.812
2012-04-13,13,92351.031
2012-04-13,14,91763.531
2012-04-13,15,91150.266
2012-04-13,16,90353.750
2012-04-13,17,90496.930
2012-04-13,18,90948.508
2012-04-13,19,91895.477
2012-04-13,20,93334.656
2012-04-13,21,92501.891
2012-04-13,22,88326.844
2012-04-13,23,84107.492
2012-04-14,0,80414.383
2012-04-14,1,78126.078
2012-04-14,2,77182.672
2012-04-14,3,77027.070
2012-04-14,4,77320.750
2012-04-14,5,78466.180
2012-04-14,6,80198.609
2012-04-14,7,82012.984
2012-04-14,8,84959.766
2012-04-14,9,87235.734
2012-04-14,10,88094.227
2012-04-14,11,87881.984
2012-04-14,12,87435.617
2012-04-14,13,86981.789
2012-04-14,14,86634.500
2012-04-14,15,86270.281
2012-04-14,16,86124.500
2012-04-14,17,86472.273
2012-04-14,18,87107.977
2012-04-14,19,88435.039
2012-04-14,20,89585.352
2012-04-14,21,88835.273
2012-04-14,22,85867.406
2012-04-14,23,82586.367
2012-04-15,0,78536.102
2012-04-15,1,76342.484
2012-04-15,2,75378.367
2012-04-15,3,75108.352
2012-04-15,4,75344.469
2012-04-15,5,76246.781
2012-04-15,6,77473.258
2012-04-15,7,78589.195
2012-04-15,8,80821.766
2012-04-15,9,83012.844
2012-04-15,10,83956.516
2012-04-15,11,83950.688
2012-04-15,12,83678.766
2012-04-15,13,83326.125
2012-04-15,14,82966.180
2012-04-15,15,83073.719
2012-04-15,16,83180.734
2012-04-15,17,83876.867
2012-04-15,18,84679.344
2012-04-15,19,86463.102
2012-04-15,20,88221.953
2012-04-15,21,87906.523
2012-04-15,22,84868.570
2012-04-15,23,80602.758
2012-04-16,0,78427.008
2012-04-16,1,76277.086
2012-04-16,2,75116.914
2012-04-16,3,75331.516
2012-04-16,4,76740.148
2012-04-16,5,79184.742
2012-04-16,6,82487.289
2012-04-16,7,86649.359
2012-04-16,8,90613.727
2012-04-16,9,92602.523
2012-04-16,10,93052.828
2012-04-16,11,92290.305
2012-04-16,12,91610.273
2012-04-16,13,91747.414
2012-04-16,14,91311.758
2012-04-16,15,90771.648
2012-04-16,16,90204.094
2012-04-16,17,90114.602
2012-04-16,18,90326.891
2012-04-16,19,90542.125
2012-04-16,20,91778.852
2012-04-16,21,91293.953
2012-04-16,22,87406.141
2012-04-16,23,82345.391
2012-04-17,0,77592.477
2012-04-17,1,75434.875
2012-04-17,2,74852.070
2012-04-17,3,75287.219
2012-04-17,4,76125.383
2012-04-17,5,77997.180
2012-04-17,6,80943.180
2012-04-17,7,84972.664
2012-04-17,8,88926.422
2012-04-17,9,91074.719
2012-04-17,10,91252.773
2012-04-17,11,90458.453
2012-04-17,12,89549.328
2012-04-17,13,89571.375
2012-04-17,14,89190.641
2012-04-17,15,88457.719
2012-04-17,16,87829.945
2012-04-17,17,87735.211
2012-04-17,18,87938.531
2012-04-17,19,88399.609
2012-04-17,20,89630.156
2012-04-17,21,89528.195
2012-04-17,22,85565.531
2012-04-17,23,80748.781
2012-04-18,0,76632.305
2012-04-18,1,74414.352
2012-04-18,2,74497.578
2012-04-18,3,75044.227
2012-04-18,4,75955.359
2012-04-18,5,78127.703
2012-04-18,6,80209.430
2012-04-18,7,83955.617
2012-04-18,8,87910.250
2012-04-18,9,89843.766
2012-04-18,10,90160.875
2012-04-18,11,89195.781
2012-04-18,12,88443.867
2012-04-18,13,88389.242
2012-04-18,14,87941.641
2012-04-18,15,87291.789
2012-04-18,16,87283.289
2012-04-18,17,87022.562
2012-04-18,18,86316.891
2012-04-18,19,86962.023
2012-04-18,20,88315.305
2012-04-18,21,88717.008
2012-04-18,22,85116.070
2012-04-18,23,80333.898
2012-04-19,0,76385.070
2012-04-19,1,74145.602
2012-04-19,2,73933.445
2012-04-19,3,74143.852
2012-04-19,4,75144.547
2012-04-19,5,77272.914
2012-04-19,6,79430.867
2012-04-19,7,83096.578
2012-04-19,8,87079.844
2012-04-19,9,89110.086
2012-04-19,10,89351.484
2012-04-19,11,88428.570
2012-04-19,12,87577.086
2012-04-19,13,87667.750
2012-04-19,14,87284.070
2012-04-19,15,86560.344
2012-04-19,16,86413.094
2012-04-19,17,86125.609
2012-04-19,18,85479.148
2012-04-19,19,86034.078
2012-04-19,20,87545.234
2012-04-19,21,87786.750
2012-04-19,22,84197.406
2012-04-19,23,79401.766
2012-04-20,0,76062.609
2012-04-20,1,74125.219
2012-04-20,2,73577.266
2012-04-20,3,73636.906
2012-04-20,4,74507.805
2012-04-20,5,75805.734
2012-04-20,6,79037.961
2012-04-20,7,82603.375
2012-04-20,8,86548.953
2012-04-20,9,88769.750
2012-04-20,10,88939.461
2012-04-20,11,88075.344
2012-04-20,12,87109.703
2012-04-20,13,87244.594
2012-04-20,14,86785.945
2012-04-20,15,86087.750
2012-04-20,16,85652.336
2012-04-20,17,85370.789
2012-04-20,18,84969.750
2012-04-20,19,85610.219
2012-04-20,20,86875.406
2012-04-20,21,87083.422
2012-04-20,22,83791.312
2012-04-20,23,78887.680
2012-04-21,0,75192.969
2012-04-21,1,74069.836
2012-04-21,2,72969.688
2012-04-21,3,72784.578
2012-04-21,4,72988.102
2012-04-21,5,74213.203
2012-04-21,6,75545.047
2012-04-21,7,77770.953
2012-04-21,8,80554.508
2012-04-21,9,82517.234
2012-04-21,10,83278.664
2012-04-21,11,82864.398
2012-04-21,12,82422.711
2012-04-21,13,82096.133
2012-04-21,14,81502.086
2012-04-21,15,81131.672
2012-04-21,16,80998.773
2012-04-21,17,81452.219
2012-04-21,18,81820.141
2012-04-21,19,82713.242
2012-04-21,20,84121.594
2012-04-21,21,84410.219
2012-04-21,22,81526.227
2012-04-21,23,77555.172
2012-04-22,0,74639.742
2012-04-22,1,72549.117
2012-04-22,2,72225.117
2012-04-22,3,72064.133
2012-04-22,4,72178.555
2012-04-22,5,73069.398
2012-04-22,6,74186.938
2012-04-22,7,74946.664
2012-04-22,8,77047.430
2012-04-22,9,78806.852
2012-04-22,10,79542.641
2012-04-22,11,79353.344
2012-04-22,12,79026.477
2012-04-22,13,78688.758
2012-04-22,14,78349.125
2012-04-22,15,78303.508
2012-04-22,16,78572.969
2012-04-22,17,79283.945
2012-04-22,18,79797.805
2012-04-22,19,81249.109
2012-04-22,20,83013.719
2012-04-22,21,83383.000
2012-04-22,22,80620.867
2012-04-22,23,76716.133
2012-04-23,0,74928.539
2012-04-23,1,72773.359
2012-04-23,2,72110.969
2012-04-23,3,72285.742
2012-04-23,4,72913.695
2012-04-23,5,74498.789
2012-04-23,6,78002.562
2012-04-23,7,81876.523
2012-04-23,8,86158.242
2012-04-23,9,88202.391
2012-04-23,10,88461.141
2012-04-23,11,87611.195
2012-04-23,12,86787.992
2012-04-23,13,86836.742
2012-04-23,14,86337.578
2012-04-23,15,85909.086
2012-04-23,16,85743.531
2012-04-23,17,85565.766
2012-04-23,18,84903.109
2012-04-23,19,85353.117
2012-04-23,20,86567.961
2012-04-23,21,86701.461
2012-04-23,22,83422.953
2012-04-23,23,78577.430
2012-04-24,0,75229.312
2012-04-24,1,72838.578
2012-04-24,2,71919.805
2012-04-24,3,72090.742
2012-04-24,4,72823.906
2012-04-24,5,74441.469
2012-04-24,6,77801.883
2012-04-24,7,81522.844
2012-04-24,8,85719.891
2012-04-24,9,87683.633
2012-04-24,10,87672.586
2012-04-24,11,86777.453
2012-04-24,12,86180.250
2012-04-24,13,86119.711
2012-04-24,14,85737.234
2012-04-24,15,85414.281
2012-04-24,16,85308.844
2012-04-24,17,84932.969
2012-04-24,18,84420.828
2012-04-24,19,84900.734
2012-04-24,20,85910.734
2012-04-24,21,86390.844
2012-04-24,22,82952.516
2012-04-24,23,78449.609
2012-04-25,0,73640.609
2012-04-25,1,72435.219
2012-04-25,2,71577.648
2012-04-25,3,71847.352
2012-04-25,4,72699.000
2012-04-25,5,74408.617
2012-04-25,6,76682.297
2012-04-25,7,81024.000
2012-04-25,8,84919.625
2012-04-25,9,86619.016
2012-04-25,10,86889.773
2012-04-25,11,86198.023
2012-04-25,12,85435.242
2012-04-25,13,85650.328
2012-04-25,14,85238.570
2012-04-25,15,84651.078
2012-04-25,16,84704.766
2012-04-25,17,83928.539
2012-04-25,18,83847.078
2012-04-25,19,84050.688
2012-04-25,20,85234.148
2012-04-25,21,85734.992
2012-04-25,22,82371.500
2012-04-25,23,77533.508
2012-04-26,0,72677.727
2012-04-26,1,71508.641
2012-04-26,2,70730.383
2012-04-26,3,71084.266
2012-04-26,4,72023.000
2012-04-26,5,73650.539
2012-04-26,6,75867.844
2012-04-26,7,80177.641
2012-04-26,8,84012.711
2012-04-26,9,85971.719
2012-04-26,10,86105.680
2012-04-26,11,85191.859
2012-04-26,12,84570.773
2012-04-26,13,84700.172
2012-04-26,14,84431.203
2012-04-26,15,83787.859
2012-04-26,16,83640.477
2012-04-26,17,82922.953
2012-04-26,18,82880.164
2012-04-26,19,83069.484
2012-04-26,20,84319.898
2012-04-26,21,84789.703
2012-04-26,22,81186.906
2012-04-26,23,76577.102
2012-04-27,0,72671.055
2012-04-27,1,71638.367
2012-04-27,2,70741.477
2012-04-27,3,70825.883
2012-04-27,4,71997.453
2012-04-27,5,73791.117
2012-04-27,6,75905.367
2012-04-27,7,79724.688
2012-04-27,8,83330.812
2012-04-27,9,85277.172
2012-04-27,10,85603.734
2012-04-27,11,84659.398
2012-04-27,12,84013.164
2012-04-27,13,84139.891
2012-04-27,14,83830.070
2012-04-27,15,83358.672
2012-04-27,16,83248.375
2012-04-27,17,82505.484
2012-04-27,18,82461.914
2012-04-27,19,82428.008
2012-04-27,20,83435.789
2012-04-27,21,83780.516
2012-04-27,22,80788.555
2012-04-27,23,76445.781
2012-04-28,0,73129.516
2012-04-28,1,71493.828
2012-04-28,2,70365.703
2012-04-28,3,70522.141
2012-04-28,4,71530.453
2012-04-28,5,73007.484
2012-04-28,6,75073.469
2012-04-28,7,79033.734
2012-04-28,8,82381.016
2012-04-28,9,84165.422
2012-04-28,10,84401.867
2012-04-28,11,83472.266
2012-04-28,12,82696.688
2012-04-28,13,82757.273
2012-04-28,14,82336.812
2012-04-28,15,81533.172
2012-04-28,16,81162.062
2012-04-28,17,81028.352
2012-04-28,18,81175.812
2012-04-28,19,81547.016
2012-04-28,20,82698.023
2012-04-28,21,82868.031
2012-04-28,22,80159.938
2012-04-28,23,75636.047
2012-04-29,0,72571.867
2012-04-29,1,70397.453
2012-04-29,2,69343.617
2012-04-29,3,69701.242
